Stem,Year,DBH,Comment
334034,2002,4.2,NA
334034,2005,NA,dead
334035,1993,6.7,NA
334035,1996,6.9,NA
334035,1999,NA,unmeasured
334035,2002,7.6,NA
334035,2005,8,NA
334035,2014,10.4,wounded
335036,1993,5.5,NA
335036,1996,6.1,NA
335036,1999,NA,unmeasured
335036,2002,6.8,NA
335036,2005,7.3,NA
335036,2014,NA,dead
335037,1993,3.2,NA
335037,1996,NA,dead
335038,1993,3.9,NA
335038,1996,3.9,NA
335038,1999,NA,unmeasured
335038,2002,NA,dead
335039,1993,30.7,NA
335039,1996,31,NA
335039,1999,NA,unmeasured
335039,2002,31.5,NA
335039,2005,31.7,NA
335039,2014,NA,dead
335040,1993,4.1,NA
335040,1996,NA,dead
335041,1993,6.3,NA
335041,1996,7.1,NA
335041,1999,NA,unmeasured
335041,2002,9,NA
335041,2005,NA,cut
335925,2002,3.2,NA
335925,2005,NA,cut
335926,2002,3.2,NA
335926,2005,NA,cut
336042,1993,5.2,NA
336042,1996,6.2,NA
336042,1999,NA,unmeasured
336042,2002,7.9,NA
336042,2005,NA,cut
336043,1993,4.1,NA
336043,1996,4.5,NA
336043,1999,NA,unmeasured
336043,2002,5,NA
336043,2005,NA,cut
336044,1993,3.2,NA
336044,1996,4.1,NA
336044,1999,NA,unmeasured
336044,2002,5.1,NA
336044,2005,NA,cut
336045,1993,4.2,NA
336045,1996,4.7,NA
336045,1999,NA,unmeasured
336045,2002,5.9,NA
336045,2005,NA,cut
336046,1993,3,NA
336046,1996,3.1,NA
336046,1999,NA,unmeasured
336046,2002,3.2,NA
336046,2005,NA,cut
336047,1993,3.3,NA
336047,1996,3.7,NA
336047,1999,NA,unmeasured
336047,2002,4.6,NA
336047,2005,NA,cut
336048,1993,3,NA
336048,1996,3.1,NA
336048,1999,NA,unmeasured
336048,2002,3.1,NA
336048,2005,NA,cut
336049,1993,3.9,NA
336049,1996,3.9,NA
336049,1999,NA,unmeasured
336049,2002,NA,dead
336050,1993,3.7,NA
336050,1996,3.8,NA
336050,1999,NA,unmeasured
336050,2002,4.6,NA
336050,2005,NA,cut
336051,1993,3,NA
336051,1996,3.1,NA
336051,1999,NA,unmeasured
336051,2002,3.1,NA
336051,2005,NA,cut
336052,1993,3.7,NA
336052,1996,4.3,NA
336052,1999,NA,unmeasured
336052,2002,5.6,NA
336052,2005,NA,cut
336926,2002,3.4,NA
336926,2005,NA,cut
336927,2002,3.2,NA
336927,2005,NA,cut
336928,2002,3,NA
336928,2005,NA,cut
336929,2002,4.2,NA
336929,2005,NA,cut
337053,1993,19.5,NA
337053,1996,20.7,NA
337053,1999,NA,unmeasured
337053,2002,22.9,NA
337053,2005,23.7,NA
337053,2014,NA,dead
337054,1993,6,NA
337054,1996,6.3,NA
337054,1999,NA,unmeasured
337054,2002,6.8,NA
337054,2005,NA,cut
337055,1993,17.7,NA
337055,1996,19.4,NA
337055,1999,NA,unmeasured
337055,2002,22,NA
337055,2005,NA,cut
337056,1993,17.3,NA
337056,1996,18.4,NA
337056,1999,NA,unmeasured
337056,2002,21,NA
337056,2005,NA,cut
337057,1993,39.4,NA
337057,1996,41.3,NA
337057,1999,NA,unmeasured
337057,2002,45.6,NA
337057,2005,47.8,NA
337057,2014,55.3,NA
337588,1996,3.2,NA
337588,1999,NA,unmeasured
337588,2002,4,NA
337588,2005,4.2,NA
337588,2014,6.2,bark-stripped
337930,2002,4.1,NA
337930,2005,NA,cut
338058,1993,11.8,NA
338058,1996,12.7,NA
338058,1999,NA,unmeasured
338058,2002,14.6,NA
338058,2005,15.2,NA
338058,2014,17.3,NA
338059,1993,7.5,NA
338059,1996,8.1,NA
338059,1999,NA,unmeasured
338059,2002,9.5,NA
338059,2005,9.9,NA
338059,2014,NA,dead
338060,1993,9,NA
338060,1996,8.5,NA
338060,1999,NA,unmeasured
338060,2002,9.1,NA
338060,2005,9.4,NA
338060,2014,9.6,NA
338061,1993,14.8,NA
338061,1996,15.1,NA
338061,1999,NA,unmeasured
338061,2002,16,NA
338061,2005,NA,cut
338062,1993,27,NA
338062,1996,27.1,NA
338062,1999,NA,unmeasured
338062,2002,27.4,NA
338062,2005,27.6,NA
338062,2014,28.9,NA
338063,1993,3.2,NA
338063,1996,3.6,NA
338063,1999,NA,unmeasured
338063,2002,4.9,NA
338063,2005,NA,cut
338064,1993,12.1,NA
338064,1996,13.8,NA
338064,1999,NA,unmeasured
338064,2002,17.2,NA
338064,2005,18.6,NA
338064,2014,22.8,bark-stripped
338065,1993,9.2,NA
338065,1996,9.2,NA
338065,1999,NA,unmeasured
338065,2002,9.5,NA
338065,2005,9.5,NA
338065,2014,9.6,NA
338931,2002,5.1,NA
338931,2005,NA,cut
338932,2002,4.9,NA
338932,2005,NA,cut
338933,2002,4.1,NA
338933,2005,NA,cut
339066,1993,4,NA
339066,1996,4.5,NA
339066,1999,NA,unmeasured
339066,2002,5.1,NA
339066,2005,NA,cut
339067,1993,3.5,NA
339067,1996,3.6,NA
339067,1999,NA,unmeasured
339067,2002,NA,dead
339068,1993,7.7,NA
339068,1996,9.4,NA
339068,1999,NA,unmeasured
339068,2002,12.4,NA
339068,2005,13.1,NA
339068,2014,13.2,NA
339069,1993,3.2,NA
339069,1996,3.8,NA
339069,1999,NA,unmeasured
339069,2002,5.2,NA
339069,2005,5.4,NA
339069,2014,5.9,NA
339070,1993,17,NA
339070,1996,NA,dead
339418,1993,4.8,NA
339418,1996,5,NA
339418,1999,NA,unmeasured
339418,2002,NA,dead
339934,2002,4.5,NA
339934,2005,4.8,NA
339934,2014,NA,dead
339935,2002,8.8,NA
339935,2005,11.2,NA
339935,2014,18.1,bark-stripped
339936,2002,3.5,NA
339936,2005,NA,cut
339937,2002,3.4,NA
339937,2005,NA,cut
340721,1993,17.2,NA
340721,1996,17.8,NA
340721,1999,18.8,NA
340721,2002,19.7,NA
340721,2005,20.1,NA
340721,2014,22.7,NA
340722,1993,10.2,NA
340722,1996,10.4,NA
340722,1999,10.5,NA
340722,2002,10.5,NA
340722,2005,NA,cut
340723,1993,6.1,NA
340723,1996,6.2,NA
340723,1999,6.6,NA
340723,2002,6.2,NA
340723,2005,NA,cut
340724,1993,4.6,NA
340724,1996,4.9,NA
340724,1999,5.1,NA
340724,2002,5.2,NA
340724,2005,NA,cut
340725,1993,4.7,NA
340725,1996,4.8,NA
340725,1999,4.9,NA
340725,2002,5,NA
340725,2005,5,NA
340725,2014,8.9,bark-stripped
341336,2002,4,NA
341336,2005,4.2,NA
341336,2014,5.3,bark-stripped
341726,1993,13.2,NA
341726,1996,13.2,NA
341726,1999,13.3,NA
341726,2002,13.4,NA
341726,2005,NA,cut
341727,1993,37.1,NA
341727,1996,39.3,NA
341727,1999,40.5,NA
341727,2002,43.3,NA
341727,2005,45.9,NA
341727,2014,51,NA
341728,1993,3.1,NA
341728,1996,3.3,NA
341728,1999,3.5,NA
341728,2002,3.6,NA
341728,2005,NA,cut
341729,1993,9.7,NA
341729,1996,10,NA
341729,1999,10.2,NA
341729,2002,10.5,NA
341729,2005,NA,cut
341730,1993,15.2,NA
341730,1996,15.4,NA
341730,1999,15.7,NA
341730,2002,16,NA
341730,2005,NA,cut
341731,1993,3.8,NA
341731,1996,4.5,NA
341731,1999,5.1,NA
341731,2002,5.5,NA
341731,2005,NA,cut
341732,1993,4.6,NA
341732,1996,4.7,NA
341732,1999,NA,dead
341733,1993,13.4,NA
341733,1996,13.8,NA
341733,1999,14.1,NA
341733,2002,14.7,NA
341733,2005,14.7,NA
341733,2014,15.6,NA
341734,1993,4.1,NA
341734,1996,4.3,NA
341734,1999,4.7,NA
341734,2002,4.9,NA
341734,2005,NA,cut
341735,1993,3.6,NA
341735,1996,3.9,NA
341735,1999,4,NA
341735,2002,4.2,NA
341735,2005,NA,cut
342186,1999,3.7,NA
342186,2002,4,NA
342186,2005,NA,cut
342337,2002,3.1,NA
342337,2005,NA,cut
342736,1993,9.6,NA
342736,1996,9.8,NA
342736,1999,9.9,NA
342736,2002,9.9,NA
342736,2005,10,NA
342736,2014,10.8,NA
342737,1993,3.2,NA
342737,1996,3.4,NA
342737,1999,3.5,NA
342737,2002,3.6,NA
342737,2005,NA,cut
342738,1993,3.5,NA
342738,1996,3.5,NA
342738,1999,NA,dead
342739,1993,3.3,NA
342739,1996,3.5,NA
342739,1999,3.8,NA
342739,2002,3.9,NA
342739,2005,NA,cut
343187,1999,3.2,NA
343187,2002,3.3,NA
343187,2005,NA,cut
343188,1999,3.2,NA
343188,2002,3.3,NA
343188,2005,NA,cut
343345,2002,3.1,NA
343345,2005,NA,cut
343740,1993,5.2,NA
343740,1996,5.8,NA
343740,1999,6.4,NA
343740,2002,6.7,NA
343740,2005,NA,cut
343741,1993,17.5,NA
343741,1996,18,NA
343741,1999,18.4,NA
343741,2002,18.6,NA
343741,2005,18.7,NA
343741,2014,20.9,NA
343742,1993,3.8,NA
343742,1996,4.4,NA
343742,1999,4.9,NA
343742,2002,5.3,NA
343742,2005,NA,cut
WG456,2014,4.3,NA
WG457,2014,4.1,NA
WG458,2014,4.7,wounded
WG459,2014,4.4,NA
WG460,2014,4,NA
WG461,2014,4,wounded
WG462,2014,3.3,wounded
WG463,2014,3.1,NA
344189,1999,4,NA
344189,2002,4,NA
344189,2005,4.2,NA
344189,2014,NA,dead
344338,2002,3,NA
344338,2005,NA,cut
344339,2002,3.3,NA
344339,2005,3.6,NA
344339,2014,NA,dead
344743,1993,10.6,NA
344743,1996,10.8,NA
344743,1999,11.1,NA
344743,2002,11,NA
344743,2005,11,NA
344743,2014,12.9,bark-stripped
344744,1993,17.9,NA
344744,1996,18.9,NA
344744,1999,19.8,NA
344744,2002,20.7,NA
344744,2005,NA,cut
344745,1993,3.5,NA
344745,1996,3.5,NA
344745,1999,3.7,NA
344745,2002,3.7,NA
344745,2005,NA,cut
344746,1993,4.8,NA
344746,1996,5.1,NA
344746,1999,5.5,NA
344746,2002,5.6,NA
344746,2005,NA,cut
344747,1993,15.4,NA
344747,1996,15.7,NA
344747,1999,15.9,NA
344747,2002,15.9,NA
344747,2005,16,NA
344747,2014,16.4,NA
344748,1993,17.3,NA
344748,1996,16.2,NA
344748,1999,15.3,NA
344748,2002,17,NA
344748,2005,16.6,NA
344748,2014,16.6,NA
344749,1993,5.9,NA
344749,1996,4.7,NA
344749,1999,5,NA
344749,2002,4.8,NA
344749,2005,5,NA
344749,2014,NA,dead
344933,1993,4.1,NA
344933,1996,4.3,NA
344933,1999,4.5,NA
344933,2002,NA,dead
344934,1993,3.1,NA
344934,1996,3.1,NA
344934,1999,3.1,NA
344934,2002,NA,dead
345750,1993,8.1,NA
345750,1996,8.2,NA
345750,1999,8.2,NA
345750,2002,8.5,NA
345750,2005,NA,cut
345751,1993,3.1,NA
345751,1996,3.5,NA
345751,1999,3.9,NA
345751,2002,4,NA
345751,2005,NA,cut
345752,1993,3.4,NA
345752,1996,3.5,NA
345752,1999,3.5,NA
345752,2002,3.5,NA
345752,2005,3.4,NA
345752,2014,5.8,NA
345753,1993,3.8,NA
345753,1996,4,NA
345753,1999,4.8,NA
345753,2002,5.2,NA
345753,2005,NA,cut
345754,1993,3.9,NA
345754,1996,4,NA
345754,1999,3.9,NA
345754,2002,NA,dead
345755,1993,6.1,NA
345755,1996,6.5,NA
345755,1999,6.8,NA
345755,2002,7.1,NA
345755,2005,NA,cut
345756,1993,4.6,NA
345756,1996,5,NA
345756,1999,5.4,NA
345756,2002,6.4,NA
345756,2005,NA,cut
345757,1993,4.2,NA
345757,1996,NA,dead
345758,1993,37,NA
345758,1996,37.7,NA
345758,1999,38.5,NA
345758,2002,39.3,NA
345758,2005,40,NA
345758,2014,NA,dead
345759,1993,4.2,NA
345759,1996,4.9,NA
345759,1999,5.5,NA
345759,2002,6.1,NA
345759,2005,NA,cut
345760,1993,5.3,NA
345760,1996,5.6,NA
345760,1999,6.4,NA
345760,2002,6.9,NA
345760,2005,NA,cut
345761,1993,8.9,NA
345761,1996,9.8,NA
345761,1999,10.9,NA
345761,2002,10.9,NA
345761,2005,NA,cut
345762,1993,5,NA
345762,1996,5.1,NA
345762,1999,5.5,NA
345762,2002,5.4,NA
345762,2005,NA,cut
346071,1993,11.1,NA
346071,1996,11.9,NA
346071,1999,12.9,NA
346071,2002,13.8,NA
346071,2005,NA,cut
346072,1993,24.5,NA
346072,1996,25.2,NA
346072,1999,25.7,NA
346072,2002,26.3,NA
346072,2005,26.7,NA
346072,2014,NA,dead
346073,1993,3.5,NA
346073,1996,3.2,NA
346073,1999,3.6,NA
346073,2002,3.7,NA
346073,2005,NA,cut
346074,1993,3.9,NA
346074,1996,4.9,NA
346074,1999,5.7,NA
346074,2002,6.5,NA
346074,2005,NA,dead
346075,1993,3.1,NA
346075,1996,3.3,NA
346075,1999,3.4,NA
346075,2002,3.4,NA
346075,2005,3.4,NA
346075,2014,4.9,NA
346076,1993,3.7,NA
346076,1996,3.9,NA
346076,1999,4,NA
346076,2002,4,NA
346076,2005,4.1,NA
346076,2014,4,NA
346077,1993,19.8,NA
346077,1996,20,NA
346077,1999,19.9,NA
346077,2002,19.9,NA
346077,2005,19.9,NA
346077,2014,NA,dead
346078,1993,11.8,NA
346078,1996,12.8,NA
346078,1999,14.2,NA
346078,2002,15.4,NA
346078,2005,NA,cut
346079,1993,11.5,NA
346079,1996,12.5,NA
346079,1999,13.9,NA
346079,2002,14.7,NA
346079,2005,15.5,NA
346079,2014,NA,dead
347080,1993,3.6,NA
347080,1996,4.6,NA
347080,1999,5.6,NA
347080,2002,6.3,NA
347080,2005,NA,cut
347081,1993,3.2,NA
347081,1996,3.2,NA
347081,1999,3.4,NA
347081,2002,NA,dead
347082,1993,3.7,NA
347082,1996,4.7,NA
347082,1999,5.5,NA
347082,2002,6.1,NA
347082,2005,NA,cut
347083,1993,5.9,NA
347083,1996,6.5,NA
347083,1999,7.6,NA
347083,2002,8.1,NA
347083,2005,NA,cut
347084,1993,3.8,NA
347084,1996,4.3,NA
347084,1999,4.7,NA
347084,2002,4.8,NA
347084,2005,NA,cut
347190,1999,3.8,NA
347190,2002,4,NA
347190,2005,NA,cut
347340,2002,3.2,NA
347340,2005,NA,cut
347341,2002,3.3,NA
347341,2005,NA,cut
347589,1996,3.1,NA
347589,1999,4,NA
347589,2002,4.6,NA
347589,2005,NA,cut
347590,1996,3.5,NA
347590,1999,4,NA
347590,2002,4.6,NA
347590,2005,NA,dead
347935,1993,4.2,NA
347935,1996,4.3,NA
347935,1999,NA,dead
348085,1993,6.9,NA
348085,1996,8,NA
348085,1999,8.9,NA
348085,2002,9.3,NA
348085,2005,NA,cut
348086,1993,4.7,NA
348086,1996,6.3,NA
348086,1999,8.9,NA
348086,2002,11,NA
348086,2005,NA,cut
348087,1993,3,NA
348087,1996,3,NA
348087,1999,3.1,NA
348087,2002,3,NA
348087,2005,NA,cut
348088,1993,3.1,NA
348088,1996,NA,dead
349089,1993,3.6,NA
349089,1996,3.8,NA
349089,1999,3.9,NA
349089,2002,4,NA
349089,2005,NA,cut
349090,1993,3.9,NA
349090,1996,4.2,NA
349090,1999,4.4,NA
349090,2002,4.4,NA
349090,2005,NA,cut
WG469,2014,3.4,NA
350191,1999,3.2,NA
350191,2002,3.2,NA
350191,2005,NA,cut
350550,1993,13.2,NA
350550,1996,13.7,NA
350550,1999,14,NA
350550,2002,14.5,NA
350550,2005,NA,cut
350551,1993,8.7,NA
350551,1996,9.1,NA
350551,1999,9.7,NA
350551,2002,10.3,NA
350551,2005,10.8,NA
350551,2014,12.5,NA
350552,1993,15.2,NA
350552,1996,15.6,NA
350552,1999,16.3,NA
350552,2002,16.9,NA
350552,2005,17.7,NA
350552,2014,19.2,NA
350553,1993,8.5,NA
350553,1996,9,NA
350553,1999,9.9,NA
350553,2002,9.8,NA
350553,2005,9.9,NA
350553,2014,11.1,NA
350554,1993,14.4,NA
350554,1996,15.1,NA
350554,1999,15.9,NA
350554,2002,16.5,NA
350554,2005,17.1,NA
350554,2014,18.8,NA
350555,1993,11.4,NA
350555,1996,11.7,NA
350555,1999,12.1,NA
350555,2002,13,NA
350555,2005,NA,cut
350556,1993,8.6,NA
350556,1996,8.6,NA
350556,1999,8.7,NA
350556,2002,8.6,NA
350556,2005,NA,cut
350557,1993,12.6,NA
350557,1996,13.3,NA
350557,1999,14.1,NA
350557,2002,14.9,NA
350557,2005,NA,cut
350558,1993,6,NA
350558,1996,6.2,NA
350558,1999,6.1,NA
350558,2002,6.1,NA
350558,2005,NA,cut
350559,1993,9.1,NA
350559,1996,9.6,NA
350559,1999,9.7,NA
350559,2002,10.1,NA
350559,2005,NA,cut
350560,1993,8.2,NA
350560,1996,NA,dead
350561,1993,6,NA
350561,1996,NA,dead
350562,1993,12.3,NA
350562,1996,12.7,NA
350562,1999,13.6,NA
350562,2002,14,NA
350562,2005,NA,cut
350563,1993,12.3,NA
350563,1996,12.3,NA
350563,1999,12.2,NA
350563,2002,12.1,NA
350563,2005,NA,cut
350564,1993,13.1,NA
350564,1996,13.5,NA
350564,1999,14.1,NA
350564,2002,14.6,NA
350564,2005,NA,cut
350565,1993,17.5,NA
350565,1996,17.8,NA
350565,1999,18.1,NA
350565,2002,18.7,NA
350565,2005,NA,cut
351566,1993,3.9,NA
351566,1996,4,NA
351566,1999,4.2,NA
351566,2002,4.3,NA
351566,2005,NA,unmeasured
351566,2014,6,bark-stripped
351567,1993,14.9,NA
351567,1996,15.2,NA
351567,1999,15.5,NA
351567,2002,15.5,NA
351567,2005,NA,cut
351568,1993,15.5,NA
351568,1996,16,NA
351568,1999,16.7,NA
351568,2002,17,NA
351568,2005,NA,cut
351569,1993,15.3,NA
351569,1996,15.8,NA
351569,1999,16.3,NA
351569,2002,16.8,NA
351569,2005,NA,cut
352570,1993,28.5,NA
352570,1996,30.6,NA
352570,1999,34.1,NA
352570,2002,36.1,NA
352570,2005,38.9,NA
352570,2014,43.6,NA
352571,1993,30.1,NA
352571,1996,30.3,NA
352571,1999,30.8,NA
352571,2002,31,NA
352571,2005,31.1,NA
352571,2014,32.8,NA
352572,1993,13.5,NA
352572,1996,13.4,NA
352572,1999,13.5,NA
352572,2002,13.3,NA
352572,2005,NA,cut
352573,1993,6.8,NA
352573,1996,6.9,NA
352573,1999,7.4,NA
352573,2002,7.2,NA
352573,2005,7.3,NA
352573,2014,8.4,NA
352574,1999,3.2,NA
352574,2002,3.2,NA
352574,2005,NA,cut
352575,1993,7.1,NA
352575,1996,7.1,NA
352575,1999,7.5,NA
352575,2002,7.5,NA
352575,2005,NA,cut
352576,1993,26.7,NA
352576,1996,27.6,NA
352576,1999,28.4,NA
352576,2002,29,NA
352576,2005,29.9,NA
352576,2014,33.5,NA
352577,1993,6.3,NA
352577,1996,6.3,NA
352577,1999,6.4,NA
352577,2002,NA,dead
352578,1993,3,NA
352578,1996,NA,dead
352579,1993,6,NA
352579,1996,6.2,NA
352579,1999,6.6,NA
352579,2002,6.9,NA
352579,2005,NA,cut
353192,1999,3.4,NA
353192,2002,3.6,NA
353192,2005,NA,cut
353193,1999,3.2,NA
353193,2002,3.4,NA
353193,2005,NA,cut
353388,1993,15.2,NA
353388,1996,NA,dead
353580,1993,3.7,NA
353580,1996,3.8,NA
353580,1999,3.9,NA
353580,2002,4,NA
353580,2005,NA,cut
353581,1993,12.5,NA
353581,1996,13,NA
353581,1999,14.3,NA
353581,2002,15.1,NA
353581,2005,NA,NA
353581,2014,NA,dead
353582,1993,18.7,NA
353582,1996,20,NA
353582,1999,21.9,NA
353582,2002,23.3,NA
353582,2005,25.2,NA
353582,2014,31,NA
353583,1993,21.9,NA
353583,1996,22.7,NA
353583,1999,23.5,NA
353583,2002,24.1,NA
353583,2005,24.6,NA
353583,2014,25.8,NA
353584,1993,27.6,NA
353584,1996,29,NA
353584,1999,30.3,NA
353584,2002,31.7,NA
353584,2005,32.2,NA
353584,2014,35.1,NA
353585,1993,12.4,NA
353585,1996,12.6,NA
353585,1999,13.2,NA
353585,2002,13.7,NA
353585,2005,NA,cut
353586,1993,3,NA
353586,1996,3,NA
353586,1999,3.1,NA
353586,2002,3.1,NA
353586,2005,NA,cut
353587,1993,10.3,NA
353587,1996,10.6,NA
353587,1999,10.8,NA
353587,2002,10.9,NA
353587,2005,NA,cut
353588,1993,3.2,NA
353588,1996,3.2,NA
353588,1999,3.2,NA
353588,2002,NA,dead
353589,1993,4.1,NA
353589,1996,NA,dead
353590,1993,4.5,NA
353590,1996,4.4,NA
353590,1999,4.6,NA
353590,2002,NA,dead
353591,1993,6.6,NA
353591,1996,6.6,NA
353591,1999,6.8,NA
353591,2002,7.1,NA
353591,2005,NA,cut
353592,1993,4.7,NA
353592,1996,4.8,NA
353592,1999,4.9,NA
353592,2002,NA,dead
353593,1993,3.3,NA
353593,1996,3.6,NA
353593,1999,3.8,NA
353593,2002,3.8,NA
353593,2005,NA,cut
353594,1993,10.8,NA
353594,1996,11.7,NA
353594,1999,12.8,NA
353594,2002,13.8,NA
353594,2005,NA,cut
354194,1999,3.8,NA
354194,2002,4.2,NA
354194,2005,NA,cut
354195,1999,3.3,NA
354195,2002,3.5,NA
354195,2005,NA,cut
354595,1993,3.7,NA
354595,1996,3.6,NA
354595,1999,NA,dead
354596,1993,10.6,NA
354596,1996,11.3,NA
354596,1999,11.8,NA
354596,2002,12.5,NA
354596,2005,NA,cut
354597,1993,22.2,NA
354597,1996,25.1,NA
354597,1999,27.9,NA
354597,2002,30.6,NA
354597,2005,NA,cut
354598,1993,3.8,NA
354598,1996,4,NA
354598,1999,4.3,NA
354598,2002,4.4,NA
354598,2005,4.4,NA
354598,2014,6.9,NA
354599,1993,11.8,NA
354599,1996,13,NA
354599,1999,15.2,NA
354599,2002,16.9,NA
354599,2005,18.7,NA
354599,2014,25.5,NA
355196,1999,3.7,NA
355196,2002,5,NA
355196,2005,6.4,NA
355196,2014,16.1,bark-stripped
355197,1999,3.4,NA
355197,2002,4.5,NA
355197,2005,NA,cut
355352,2002,3.3,NA
355352,2005,NA,dead
355600,1996,21,NA
355600,1999,NA,dead
355601,1993,3.1,NA
355601,1996,NA,dead
355602,1993,13.7,NA
355602,1996,14.6,NA
355602,1999,15.3,NA
355602,2002,16,NA
355602,2005,NA,cut
355603,1993,3.6,NA
355603,1996,3.6,NA
355603,1999,3.4,NA
355603,2002,3.5,NA
355603,2005,NA,cut
355604,1993,6.7,NA
355604,1996,6.7,NA
355604,1999,6.8,NA
355604,2002,6.9,NA
355604,2005,NA,cut
355605,1993,4.4,NA
355605,1996,4.5,NA
355605,1999,4.6,NA
355605,2002,4.9,NA
355605,2005,NA,cut
355606,1993,5.3,NA
355606,1996,5.4,NA
355606,1999,5.5,NA
355606,2002,5.5,NA
355606,2005,NA,cut
356344,2002,3.3,NA
356344,2005,NA,cut
356607,1993,6.2,NA
356607,1996,7,NA
356607,1999,8.2,NA
356607,2002,9.3,NA
356607,2005,NA,cut
356608,1993,5.5,NA
356608,1996,6.3,NA
356608,1999,7.4,NA
356608,2002,8.6,NA
356608,2005,10.9,NA
356608,2014,20.1,NA
357343,2002,3.3,NA
357343,2005,NA,cut
357609,1993,11.2,NA
357609,1996,11.8,NA
357609,1999,12.6,NA
357609,2002,13.3,NA
357609,2005,NA,cut
357610,1993,13.7,NA
357610,1996,14.5,NA
357610,1999,15.2,NA
357610,2002,15.8,NA
357610,2005,NA,cut
357611,1993,5.4,NA
357611,1996,6.1,NA
357611,1999,7,NA
357611,2002,7.7,NA
357611,2005,NA,cut
357612,1993,23.8,NA
357612,1996,24.1,NA
357612,1999,24.8,NA
357612,2002,25.1,NA
357612,2005,25.4,NA
357612,2014,NA,dead
357613,1993,29.6,NA
357613,1996,30.2,NA
357613,1999,30.9,NA
357613,2002,31.5,NA
357613,2005,32.4,NA
357613,2014,NA,dead
357614,1993,39.7,NA
357614,1996,40.8,NA
357614,1999,43.1,NA
357614,2002,NA,dead
357615,1993,11.6,NA
357615,1996,9.7,NA
357615,1999,11.3,NA
357615,2002,12.4,NA
357615,2005,NA,cut
357616,1993,6.3,NA
357616,1996,6.3,NA
357616,1999,6.3,NA
357616,2002,NA,dead
357617,1993,8.3,NA
357617,1996,8.5,NA
357617,1999,8.8,NA
357617,2002,8.8,NA
357617,2005,NA,cut
357618,1993,6.1,NA
357618,1996,6.4,NA
357618,1999,6.8,NA
357618,2002,7,NA
357618,2005,NA,cut
357619,1993,4.6,NA
357619,1996,4.5,NA
357619,1999,4.6,NA
357619,2002,4.5,NA
357619,2005,NA,cut
358198,1999,4.2,NA
358198,2002,4.3,NA
358198,2005,NA,cut
358199,1999,3.2,NA
358199,2002,3.3,NA
358199,2005,NA,cut
358342,2002,3.4,NA
358342,2005,NA,cut
358831,1993,5,NA
358831,1996,5.8,NA
358831,1999,6.3,NA
358831,2002,6.5,NA
358831,2005,NA,cut
358832,1993,4.3,NA
358832,1996,5.4,NA
358832,1999,6.7,NA
358832,2002,7.7,NA
358832,2005,8.4,NA
358832,2014,13.9,wounded
358833,1993,27,NA
358833,1996,27.8,NA
358833,1999,29,NA
358833,2002,29.5,NA
358833,2005,NA,cut
WG489,2014,3.7,NA
359822,1993,24.9,NA
359822,1996,25.8,NA
359822,1999,27.3,NA
359822,2002,28.4,NA
359822,2005,29.4,NA
359822,2014,32.2,NA
359823,1993,4.4,NA
359823,1996,4.7,NA
359823,1999,5.1,NA
359823,2002,5.1,NA
359823,2005,NA,cut
359824,1993,6.6,NA
359824,1996,6.9,NA
359824,1999,6.8,NA
359824,2002,7.1,NA
359824,2005,NA,cut
359825,1993,3.1,NA
359825,1996,3.3,NA
359825,1999,3.4,NA
359825,2002,3.5,NA
359825,2005,NA,cut
359826,1993,37.8,NA
359826,1996,38.5,NA
359826,1999,39,NA
359826,2002,39.6,NA
359826,2005,40.2,NA
359826,2014,41.8,NA
359827,1993,8,NA
359827,1996,8.7,NA
359827,1999,9.5,NA
359827,2002,10.2,NA
359827,2005,10.6,NA
359827,2014,11.9,bark-stripped
359828,1993,3.5,NA
359828,1996,3.6,NA
359828,1999,3.7,NA
359828,2002,3.6,NA
359828,2005,3.5,NA
359828,2014,3.6,bark-stripped
359829,1993,5.3,NA
359829,1996,5.4,NA
359829,1999,5.4,NA
359829,2002,5.4,NA
359829,2005,5.5,NA
359829,2014,5.8,NA
359830,1993,4.9,NA
359830,1996,4.9,NA
359830,1999,4.9,NA
359830,2002,4.9,NA
359830,2005,NA,cut
WG492,2014,3.1,NA
WG493,2014,4.1,NA
360454,1993,27.4,NA
360454,1996,29,NA
360454,1999,30.4,NA
360454,2002,30.8,NA
360454,2005,NA,cut
360455,1993,15.5,NA
360455,1996,15.5,NA
360455,1999,16.6,NA
360455,2002,16.9,NA
360455,2005,NA,cut
360456,1993,23.9,NA
360456,1996,24.1,NA
360456,1999,24.7,NA
360456,2002,25.3,NA
360456,2005,26.1,NA
360456,2014,28.8,NA
360457,1993,3.8,NA
360457,1996,4.5,NA
360457,1999,5.3,NA
360457,2002,5.6,NA
360457,2005,NA,cut
360458,1999,3,NA
360458,2002,3,NA
360458,2005,NA,cut
360459,1993,3.1,NA
360459,1996,3.1,NA
360459,1999,3.2,NA
360459,2002,3.1,NA
360459,2005,NA,cut
360460,1993,18.3,NA
360460,1996,19,NA
360460,1999,19.8,NA
360460,2002,21,NA
360460,2005,NA,cut
360461,1993,3.4,NA
360461,1996,3.6,NA
360461,1999,3.3,NA
360461,2002,4.5,NA
360461,2005,NA,cut
360462,1993,3.9,NA
360462,1996,3.9,NA
360462,1999,NA,dead
WG496,2014,6,bark-stripped
WG497,2014,4.1,bark-stripped
WG498,2014,3.6,bark-stripped
WG499,2014,4.8,bark-stripped
WG500,2014,3.5,bark-stripped
WG501,2014,5.5,NA
361463,1993,6.2,NA
