Indv,Stem,X,Y,X1,Y1,Species,Start,End
WF818,WF818,35,45,39.4,48.5,Ilex chinensis,2014,NA
WF819,WF819,35,45,39.3,48.9,Eurya japonica var. japonica,2014,NA
79272,79272,35,45,38.1,45.8,Cleyera japonica,2002,NA
79344,79319,35,45,36.7,48.4,Quercus glauca,2005,NA
79320,79320,35,45,37.1,48.4,Quercus glauca,2005,NA
79341,79341,35,45,37.9,47.5,Eurya japonica var. japonica,1993,NA
79342,79342,35,45,36.1,45.5,Ligustrum japonicum,1993,NA
79342,79343,35,45,36.1,45.5,Ligustrum japonicum,1993,2002
79344,79344,35,45,36.7,48.4,Quercus glauca,1993,2005
79345,79345,35,45,39.8,48.7,Eurya japonica var. japonica,1993,NA
80348,80346,40,0,42.7,1.9,Carpinus laxiflora,1993,NA
80348,80347,40,0,42.7,1.9,Carpinus laxiflora,1993,NA
80348,80348,40,0,43.1,2.7,Carpinus laxiflora,1993,NA
80349,80349,40,0,40.4,1.6,Ligustrum japonicum,1993,NA
80350,80350,40,0,44.4,4.1,Gamblea innovans,1993,2005
81351,81351,40,5,42.5,6.7,Gamblea innovans,1993,1996
81351,81352,40,5,42.5,6.7,Gamblea innovans,1993,1996
81361,81353,40,5,41.3,6.1,Quercus glauca,1993,NA
81361,81354,40,5,41.1,6.1,Quercus glauca,1993,NA
81361,81355,40,5,41,5.9,Quercus glauca,1993,NA
81361,81356,40,5,41,5.9,Quercus glauca,1993,NA
81361,81357,40,5,41,5.9,Quercus glauca,1993,NA
81361,81358,40,5,41,5.9,Quercus glauca,1993,NA
81361,81359,40,5,40.9,6,Quercus glauca,1993,NA
81361,81360,40,5,40.9,6,Quercus glauca,1993,NA
81361,81361,40,5,40.8,6.1,Quercus glauca,1993,NA
81362,81362,40,5,40.5,6,Symplocos prunifolia,1993,2005
81362,81363,40,5,40.5,5.9,Symplocos prunifolia,1993,NA
81364,81364,40,5,40.5,5.2,Quercus glauca,1993,NA
81365,81365,40,5,40.9,6.4,Gamblea innovans,1993,1993
81366,81366,40,5,40.8,6.8,Wisteria floribunda,1993,NA
81367,81367,40,5,40.4,8.2,Carpinus laxiflora,1993,2002
81368,81368,40,5,42.9,8.1,Quercus glauca,1993,NA
81369,81369,40,5,43.3,8.6,Symplocos prunifolia,1993,1993
WF843,WF843,40,10,42.8,11.2,Eurya japonica var. japonica,2014,NA
82370,82370,40,10,43.7,11.8,Eurya japonica var. japonica,1993,NA
82371,82371,40,10,42.1,11.9,Gamblea innovans,1993,1993
82372,82372,40,10,41.7,10.6,Wisteria floribunda,1993,NA
82373,82373,40,10,42.1,14.8,Quercus glauca,1993,NA
82374,82374,40,10,43.7,14.1,Symplocos prunifolia,1993,NA
82375,82375,40,10,44.7,11.9,Wisteria floribunda,1993,1996
83377,83376,40,15,40.5,16.3,Ilex macropoda,1993,NA
83377,83377,40,15,40.2,16.3,Ilex macropoda,1993,NA
83377,83378,40,15,40.2,16.3,Ilex macropoda,1993,NA
83379,83379,40,15,41.7,17,Quercus serrata,1993,1999
83381,83380,40,15,41.4,17.3,Quercus glauca,1993,NA
83381,83381,40,15,41.4,17.4,Quercus glauca,1993,NA
83382,83382,40,15,40.3,17.9,Wisteria floribunda,1993,NA
83385,83385,40,15,43.2,18.3,Quercus glauca,1993,1993
83386,83386,40,15,43.9,18.3,Gamblea innovans,1993,1993
83387,83387,40,15,45,18.3,Ilex pedunculosa,1993,NA
83387,83388,40,15,45,18.5,Ilex pedunculosa,1993,2002
83389,83389,40,15,44,19.3,Symplocos prunifolia,1993,1993
WF859,WF859,40,20,42.1,20.8,Eurya japonica var. japonica,2014,NA
WF861,WF861,40,20,40.9,21.1,Eurya japonica var. japonica,2014,NA
84390,84390,40,20,44.2,20.3,Quercus glauca,1993,1993
84390,84391,40,20,44.2,20.3,Quercus glauca,1993,1993
84392,84392,40,20,41.1,20.5,Photinia glabra,1993,NA
84393,84393,40,20,41.1,21.5,Cinnamomum camphora,1993,NA
84394,84394,40,20,40.7,23.5,Quercus glauca,1993,NA
84395,84395,40,20,41.3,24.3,Quercus glauca,1993,NA
84396,84396,40,20,43.1,22.5,Cleyera japonica,1993,NA
84397,84397,40,20,44.5,22.5,Gamblea innovans,1993,1996
84398,84398,40,20,45,22.2,Chengiopanax sciadophylloides,1993,1993
84399,84399,40,20,44.6,23.5,Quercus glauca,1993,NA
84400,84400,40,20,43,24.8,Quercus glauca,1993,1996
84401,84401,40,20,44.5,22.5,Cleyera japonica,1996,NA
85401,85401,40,25,43.9,25.7,Quercus glauca,1993,2005
85402,85402,40,25,43.9,25.2,Eurya japonica var. japonica,1993,NA
85403,85403,40,25,43.1,25.4,Photinia glabra,1993,NA
85403,85404,40,25,43.1,25.4,Photinia glabra,1993,NA
85403,85405,40,25,43.1,25.4,Photinia glabra,1993,NA
85406,85406,40,25,40.5,28.7,Ilex macropoda,1993,NA
85407,85407,40,25,40.8,29.6,Quercus glauca,1993,NA
85408,85408,40,25,41.9,28.1,Photinia glabra,1993,NA
85409,85409,40,25,44.2,28.2,Ilex pedunculosa,1993,2002
85409,85410,40,25,43.9,28.2,Ilex pedunculosa,1993,1999
85409,85411,40,25,44.1,28.2,Ilex pedunculosa,1993,1996
85412,85412,40,25,40,30,Gamblea innovans,1993,2002
86413,86413,40,30,43.7,30.4,Quercus glauca,1993,NA
86414,86414,40,30,42.5,32.7,Ilex pedunculosa,1993,1999
86415,86415,40,30,42,32.5,Quercus glauca,1993,2005
86416,86416,40,30,41.9,32.8,Gamblea innovans,1993,NA
86418,86418,40,30,41.5,34.5,Styrax japonica,1993,2005
86419,86419,40,30,41.9,33.4,Cleyera japonica,1993,NA
86420,86420,40,30,43.5,33.8,Quercus glauca,1993,NA
86422,86422,40,30,44.9,34.1,Carpinus laxiflora,1993,1999
86423,86423,40,30,44.7,34.6,Eurya japonica var. japonica,1993,NA
87438,WF889,40,35,41.9,37,Wisteria floribunda,2014,NA
WF890,WF890,40,35,40.9,35.4,Eurya japonica var. japonica,2014,NA
87402,87402,40,35,41.8,37.2,Wisteria floribunda,1993,NA
87424,87424,40,35,44.5,36.9,Eurya japonica var. japonica,1993,NA
87425,87425,40,35,43.9,37.3,Quercus glauca,1993,1996
87426,87426,40,35,42.7,36.9,Quercus glauca,1993,NA
87426,87427,40,35,42.7,36.9,Quercus glauca,1993,NA
87426,87428,40,35,42.7,37.1,Quercus glauca,1993,NA
87426,87429,40,35,42.9,37,Quercus glauca,1999,2005
87430,87430,40,35,41.8,35.1,Wisteria floribunda,1993,NA
87431,87431,40,35,41.8,36.7,Photinia glabra,1993,1996
87432,87432,40,35,41.4,36.8,Wisteria floribunda,1993,1999
87433,87433,40,35,41.4,36.2,Albizia julibrissin,1993,2005
87434,87434,40,35,40.1,35.4,Albizia julibrissin,1993,NA
87435,87435,40,35,41,36.6,Quercus glauca,1993,1996
87435,87436,40,35,41,36.6,Quercus glauca,1993,2002
87435,87437,40,35,41,36.6,Quercus glauca,1993,1996
87438,87438,40,35,41.9,37,Wisteria floribunda,1993,NA
87439,87439,40,35,42.5,38.6,Quercus glauca,1993,NA
88441,WF896,40,40,42.2,43.9,Eurya japonica var. japonica,2014,NA
WF897,WF897,40,40,41.9,41.7,Eurya japonica var. japonica,2014,NA
88154,88154,40,40,44.9,42.2,Magnolia compressa,1999,NA
88155,88155,40,40,44.9,43.8,Quercus glauca,1999,NA
88440,88440,40,40,44.6,43.5,Eurya japonica var. japonica,1993,2005
88441,88441,40,40,42.2,43.9,Eurya japonica var. japonica,1993,NA
89442,WF904,40,45,42.2,46.2,Cleyera japonica,2014,NA
WF910,WF910,40,45,43.4,49.5,Quercus glauca,2014,NA
WF910,WF911,40,45,43.4,49.5,Quercus glauca,2014,NA
89442,89281,40,45,42.2,46.2,Cleyera japonica,2002,NA
89442,89282,40,45,42.2,46.2,Cleyera japonica,2002,NA
89284,89283,40,45,44.3,46.6,Quercus glauca,2002,NA
89284,89284,40,45,44.3,46.6,Quercus glauca,2002,NA
89321,89321,40,45,40.1,49.4,Quercus glauca,2005,NA
89321,89322,40,45,40.1,49.4,Quercus glauca,2005,NA
89442,89442,40,45,42.2,46.2,Cleyera japonica,1993,NA
89443,89443,40,45,41.5,45.5,Padus grayana,1993,1993
89444,89444,40,45,41.6,47,Eurya japonica var. japonica,2002,NA
89445,89445,40,45,44.1,49.3,Zanthoxylum ailanthoides,1993,2005
89446,89446,40,45,44.3,48.8,Chengiopanax sciadophylloides,1993,2005
WF912,WF912,45,0,47.5,0.2,Eurya japonica var. japonica,2014,NA
WF913,WF913,45,0,45.1,1,Quercus glauca,2014,NA
WF913,WF914,45,0,45.1,1,Quercus glauca,2014,NA
90324,90324,45,0,48.1,2.5,Gamblea innovans,1993,NA
90325,90325,45,0,47.7,2.9,Gamblea innovans,1993,1996
90326,90326,45,0,48.5,4.5,Carpinus laxiflora,1993,2005
WF918,WF918,45,5,48.8,5.6,Eurya japonica var. japonica,2014,NA
WF919,WF919,45,5,47.6,5.8,Eurya japonica var. japonica,2014,NA
WF920,WF920,45,5,47.2,5.8,Cleyera japonica,2014,NA
WF924,WF924,45,5,48.9,6.9,Cleyera japonica,2014,NA
WF925,WF925,45,5,48,7,Eurya japonica var. japonica,2014,NA
WF926,WF926,45,5,48,9.2,Eurya japonica var. japonica,2014,NA
91285,91285,45,5,48.6,7,Wisteria floribunda,2002,NA
91327,91327,45,5,49.4,5.3,Gamblea innovans,1993,NA
91328,91328,45,5,48.3,6.6,Gamblea innovans,1993,2005
91329,91329,45,5,46,7.3,Symplocos prunifolia,1993,1996
91330,91330,45,5,47.1,8.2,Symplocos prunifolia,1993,1999
91331,91331,45,5,46.9,8.6,Carpinus laxiflora,1993,2005
91332,91332,45,5,47.3,9.5,Gamblea innovans,1993,1999
91333,91333,45,5,50,6.9,Ligustrum japonicum,1993,NA
WF928,WF928,45,10,48.8,14,Wisteria floribunda,2014,NA
WF929,WF929,45,10,45.1,10.1,Eurya japonica var. japonica,2014,NA
92334,92334,45,10,45.2,11.2,Ilex pedunculosa,1993,2002
92335,92335,45,10,48.7,14,Quercus glauca,1993,NA
92677,92677,45,10,45.9,11.7,Wisteria floribunda,2005,NA
93337,93336,45,15,47.2,16.7,Lyonia ovalifolia var. elliptica,1993,1996
93337,93337,45,15,47.2,16.7,Lyonia ovalifolia var. elliptica,1993,1996
93338,93338,45,15,45.4,17.5,Symplocos prunifolia,1993,NA
93340,93339,45,15,46.3,19.8,Gamblea innovans,1993,NA
93340,93340,45,15,46.3,19.8,Gamblea innovans,1993,NA
93341,93341,45,15,49.4,18.7,Ilex macropoda,1993,NA
93341,93342,45,15,49.3,18.6,Ilex macropoda,1993,NA
93341,93343,45,15,49.4,18.6,Ilex macropoda,1993,NA
93341,93344,45,15,49.4,18.9,Ilex macropoda,1993,NA
93341,93345,45,15,49.3,18.7,Ilex macropoda,1993,1999
93678,93678,45,15,45.3,19.7,Photinia glabra,2005,NA
WF941,WF941,45,20,46.1,20.9,Cleyera japonica,2014,NA
WF942,WF942,45,20,46.3,22,Cleyera japonica,2014,NA
WF945,WF945,45,20,49.9,22.2,Cleyera japonica,2014,NA
94287,94287,45,20,48.3,20.5,Quercus glauca,2002,NA
94346,94346,45,20,46,20.1,Symplocos prunifolia,1993,2002
94347,94347,45,20,46.8,21.5,Lyonia ovalifolia var. elliptica,1993,1993
94348,94348,45,20,46.7,23,Symplocos prunifolia,1993,NA
94349,94349,45,20,45.2,24.3,Photinia glabra,1993,NA
94350,94350,45,20,48.9,22.5,Ilex pedunculosa,1993,1993
WF947,WF947,45,25,48.9,25.9,Cleyera japonica,2014,NA
WF954,WF954,45,25,49.4,29.9,Cleyera japonica,2014,NA
95351,95351,45,25,49.3,25.9,Gamblea innovans,1993,NA
95352,95352,45,25,48.2,25.8,Photinia glabra,1993,NA
95353,95353,45,25,47.1,25.8,Gamblea innovans,1993,2005
95353,95354,45,25,47.1,25.8,Gamblea innovans,1993,1993
95355,95355,45,25,46.2,26.8,Gamblea innovans,1993,NA
95356,95356,45,25,45.9,27.9,Symplocos prunifolia,1993,1999
95357,95357,45,25,45.5,29,Quercus glauca,1993,NA
95358,95358,45,25,48.4,27.6,Osmanthus heterophyllus,1993,2005
95359,95359,45,25,49.4,27.4,Gamblea innovans,1993,NA
95359,95360,45,25,49.4,27.4,Gamblea innovans,1993,1993
95359,95361,45,25,49.4,27.4,Gamblea innovans,1993,1993
95362,95362,45,25,49.5,28.9,Gamblea innovans,1993,2005
96367,WF960,45,30,49,30.5,Photinia glabra,2014,NA
WF965,WF965,45,30,45.1,30.1,Cleyera japonica,2014,NA
96372,WF970,45,30,47.9,33.9,Cleyera japonica,2014,NA
96364,96363,45,30,49.7,30.8,Ilex macropoda,1993,NA
96364,96364,45,30,49.7,30.8,Ilex macropoda,1993,NA
96364,96365,45,30,49.7,30.8,Ilex macropoda,1993,NA
96364,96366,45,30,49.7,30.8,Ilex macropoda,1993,NA
96367,96367,45,30,49,30.5,Photinia glabra,1993,NA
96368,96368,45,30,48.8,31.5,Ilex macropoda,1993,NA
96368,96369,45,30,49.2,31.8,Ilex macropoda,1993,NA
96370,96370,45,30,45.5,32.7,Quercus glauca,1993,NA
96371,96371,45,30,46.9,33.8,Quercus glauca,1993,NA
96372,96372,45,30,47.9,33.9,Cleyera japonica,1993,NA
96679,96679,45,30,49.3,32.1,Cleyera japonica,2005,NA
96680,96680,45,30,48.8,32.1,Cleyera japonica,2005,NA
WF976,WF976,45,35,47.7,38.9,Eurya japonica var. japonica,2014,NA
WF980,WF980,45,35,45,39.3,Eurya japonica var. japonica,2014,NA
WF981,WF981,45,35,45.2,39.6,Eurya japonica var. japonica,2014,NA
97373,97373,45,35,47.6,35.8,Ilex rotunda,1993,NA
97374,97374,45,35,47,35.2,Quercus glauca,1993,NA
97375,97375,45,35,46.4,38.6,Symplocos prunifolia,1993,2005
98382,97376,45,35,45.1,40,Quercus glauca,1993,2005
97377,97377,45,35,48.9,39.4,Eurya japonica var. japonica,1993,NA
97681,97681,45,35,45.2,35.6,Eurya japonica var. japonica,2005,NA
98288,98288,45,40,45.9,44,Acer palmatum,2002,NA
98288,98289,45,40,45.9,44,Acer palmatum,2002,NA
98378,98378,45,40,50,40.1,Osmanthus heterophyllus,1993,1996
98380,98379,45,40,50,41,Quercus glauca,1993,NA
98380,98380,45,40,50,41,Quercus glauca,1993,1999
98381,98381,45,40,47.8,41.4,Quercus serrata,1993,2005
98382,98382,45,40,45,40,Quercus glauca,1993,2005
98883,98883,45,40,45.5,40.2,Wisteria floribunda,1993,NA
99384,99384,45,45,48.1,49.7,Quercus serrata,1993,2005
99403,99403,45,45,46.2,46.3,Euscaphis japonica,1993,2002
99404,99404,45,45,45.9,45.7,Acer palmatum,1996,NA
100385,100385,50,0,53.8,1.9,Symplocos prunifolia,1993,2005
100386,100386,50,0,53.4,1.6,Wisteria floribunda,1993,2005
100387,100387,50,0,50.3,0.6,Cryptomeria japonica,1993,NA
WF993,WF993,50,5,51.3,5.8,Eurya japonica var. japonica,2014,NA
WF995,WF995,50,5,54.9,9.9,Eurya japonica var. japonica,2014,NA
101388,101388,50,5,52.9,7,Symplocos prunifolia,1993,1996
101389,101389,50,5,51.8,7.5,Symplocos prunifolia,1993,1999
101390,101390,50,5,51.1,8.1,Dendropanax trifidus,1993,NA
101390,101391,50,5,51.1,8.1,Dendropanax trifidus,1993,NA
101392,101392,50,5,51.1,8.3,Padus grayana,1993,NA
101393,101393,50,5,50.8,8.8,Quercus serrata,1993,NA
101394,101394,50,5,53.2,9.6,Gamblea innovans,1993,2005
101388,101884,50,5,52.9,7,Symplocos prunifolia,1993,2002
WF997,WF997,50,10,54.5,13.1,Eurya japonica var. japonica,2014,NA
WF998,WF998,50,10,52.2,12.9,Eurya japonica var. japonica,2014,NA
102290,102290,50,10,50,12.5,Cleyera japonica,2002,NA
102395,102395,50,10,54.7,10.3,Chengiopanax sciadophylloides,1993,2005
102395,102396,50,10,54.7,10.3,Chengiopanax sciadophylloides,1993,1996
102397,102397,50,10,51.8,10.6,Gamblea innovans,1993,1996
102398,102398,50,10,51,12.5,Gamblea innovans,1993,1996
102399,102399,50,10,50,12.5,Photinia glabra,1993,NA
102400,102400,50,10,52.2,10.9,Wisteria floribunda,1993,NA
102401,102401,50,10,54.3,13.3,Wisteria floribunda,1993,NA
102686,102686,50,10,54.7,11.3,Quercus glauca,2005,NA
RG005,RG005,50,15,54.9,17.6,Cleyera japonica,2014,NA
RG006,RG006,50,15,54.2,15.2,Cleyera japonica,2014,NA
RG010,RG010,50,15,50.8,16.1,Quercus glauca,2014,NA
103291,RG012,50,15,50.1,16,Cleyera japonica,2014,NA
103682,RG015,50,15,51.9,18.5,Cleyera japonica,2014,NA
RG016,RG016,50,15,51.9,18.4,Cleyera japonica,2014,NA
RG018,RG018,50,15,53,18.9,Cleyera japonica,2014,NA
RG018,RG019,50,15,53,18.9,Cleyera japonica,2014,NA
103291,103291,50,15,50.1,16,Cleyera japonica,2002,NA
103402,103402,50,15,52.9,15.9,Symplocos prunifolia,1993,2005
103403,103403,50,15,51.8,15.3,Ilex macropoda,1993,NA
103403,103404,50,15,51.7,15.5,Ilex macropoda,1993,1996
103403,103405,50,15,51.4,15.3,Ilex macropoda,1993,NA
103406,103406,50,15,50.3,17.4,Gamblea innovans,1993,1999
103407,103407,50,15,51.3,18.5,Gamblea innovans,1993,2005
103408,103408,50,15,53.1,18,Wisteria floribunda,1993,NA
103409,103409,50,15,53,19,Gamblea innovans,1993,NA
103410,103410,50,15,53.1,19.4,Quercus glauca,1993,NA
103411,103411,50,15,53.9,18.5,Wisteria floribunda,1993,1993
103412,103412,50,15,54.6,18.5,Ilex pedunculosa,1993,2005
103412,103413,50,15,54.6,18.8,Ilex pedunculosa,1993,2005
103412,103414,50,15,54.6,18.5,Ilex pedunculosa,1993,2005
103412,103415,50,15,54.5,18.5,Ilex pedunculosa,1993,2005
103682,103682,50,15,51.9,18.5,Cleyera japonica,2005,NA
RG023,RG023,50,20,54.5,20.6,Quercus glauca,2014,NA
104423,RG029,50,20,51.5,24.3,Quercus glauca,2014,NA
RG030,RG030,50,20,51.9,24.3,Cleyera japonica,2014,NA
104292,104292,50,20,51.8,21.1,Eurya japonica var. japonica,2002,NA
104416,104416,50,20,52.6,20.5,Symplocos prunifolia,1993,NA
104417,104417,50,20,54.8,20.6,Symplocos prunifolia,1993,2005
104418,104418,50,20,54.2,23.4,Ilex pedunculosa,1993,NA
104418,104419,50,20,54.2,23.4,Ilex pedunculosa,1993,2005
104418,104420,50,20,54.2,23.4,Ilex pedunculosa,1993,2005
104421,104421,50,20,51.1,22.5,Ilex pedunculosa,1993,2005
104422,104422,50,20,51.1,22.1,Ilex pedunculosa,1993,1999
104423,104423,50,20,51.5,24.3,Quercus glauca,1993,NA
104423,104424,50,20,51.2,24.3,Quercus glauca,1993,NA
RG033,RG033,50,25,50.4,25.7,Cleyera japonica,2014,NA
RG035,RG035,50,25,50.5,27.7,Cleyera japonica,2014,NA
RG045,RG045,50,25,52.7,29.3,Eurya japonica var. japonica,2014,NA
105294,105294,50,25,52,27.2,Eurya japonica var. japonica,2002,NA
105434,105295,50,25,52.7,28,Photinia glabra,2002,NA
105434,105296,50,25,52.7,28,Photinia glabra,2002,NA
105297,105297,50,25,52.4,29.3,Cleyera japonica,2002,NA
105425,105425,50,25,51.6,25.9,Gamblea innovans,1993,NA
105425,105426,50,25,51.6,25.9,Gamblea innovans,1993,2005
105427,105427,50,25,51.1,26.7,Ilex crenata,1993,1999
105428,105428,50,25,51.2,26.8,Ilex crenata,1999,1999
105429,105429,50,25,50.6,27,Gamblea innovans,1993,2002
105429,105430,50,25,50.6,27,Gamblea innovans,1993,1999
105431,105431,50,25,50.2,26.8,Photinia glabra,1993,NA
105432,105432,50,25,53,26.1,Photinia glabra,1993,NA
105433,105433,50,25,52.9,26.9,Gamblea innovans,1993,2005
105434,105434,50,25,52.7,28,Photinia glabra,1993,NA
105434,105435,50,25,52.7,28,Photinia glabra,1993,NA
105436,105436,50,25,52.7,28.3,Photinia glabra,1993,2005
105425,105885,50,25,51.6,25.9,Gamblea innovans,1993,1996
RG049,RG049,50,30,51.5,31.8,Cleyera japonica,2014,NA
RG050,RG050,50,30,50.5,31.7,Cleyera japonica,2014,NA
106437,106437,50,30,54.4,30.2,Photinia glabra,1993,NA
106438,106438,50,30,55,31.4,Eurya japonica var. japonica,1993,NA
106440,106440,50,30,52.6,31.4,Wisteria floribunda,1993,NA
106441,106441,50,30,53,32.1,Ilex pedunculosa,1993,2002
106442,106442,50,30,53,32.5,Toxicodendron sylvestre,1993,1996
106443,106443,50,30,53,32.5,Eurya japonica var. japonica,1993,2002
106445,106444,50,30,52.2,33.2,Quercus glauca,1993,NA
106445,106445,50,30,52.1,33.3,Quercus glauca,1993,NA
106446,106446,50,30,51.6,33.5,Quercus glauca,1993,1996
106447,106447,50,30,53.3,34.1,Styrax japonica,1993,2005
106449,106448,50,30,54.4,34.2,Quercus glauca,1993,NA
106449,106449,50,30,54.4,34.3,Quercus glauca,1993,NA
107450,107450,50,35,53.4,35.4,Wisteria floribunda,1993,NA
107451,107451,50,35,52.4,35.5,Wisteria floribunda,1993,NA
107453,107452,50,35,51.7,35.3,Quercus glauca,1993,1993
107453,107453,50,35,51.6,35.3,Quercus glauca,1993,NA
107453,107454,50,35,51.6,35.3,Quercus glauca,1993,NA
107453,107455,50,35,51.6,35.3,Quercus glauca,1993,NA
108461,RG066,50,40,51.5,40.3,Quercus glauca,2014,NA
108456,108456,50,40,54.2,40.7,Diospyros kaki,1993,1996
108457,108457,50,40,54.4,41.7,Carpinus laxiflora,1993,1993
108461,108458,50,40,51.5,40.3,Quercus glauca,1993,NA
108461,108459,50,40,51.5,40.3,Quercus glauca,1993,1999
108461,108460,50,40,51.5,40.3,Quercus glauca,1993,NA
108461,108461,50,40,51.5,40.3,Quercus glauca,1993,2005
108465,108462,50,40,51.5,40.3,Quercus glauca,1993,NA
108465,108463,50,40,51.5,40.3,Quercus glauca,1993,2005
108465,108465,50,40,50.5,42.7,Quercus glauca,1993,1996
108465,108466,50,40,50.5,42.7,Quercus glauca,1993,1996
108467,108467,50,40,53.8,43.2,Quercus glauca,1993,NA
108468,108468,50,40,53.8,43.4,Quercus glauca,1993,1999
108470,108469,50,40,54.8,41.9,Quercus glauca,1993,NA
108470,108470,50,40,54.8,42.1,Quercus glauca,1993,NA
108471,108471,50,40,54.7,43.9,Zanthoxylum ailanthoides,1993,2002
108469,108886,50,40,54.8,41.9,Quercus glauca,1993,2005
109154,109154,50,45,51.3,47,Aucuba japonica var. japonica,1999,2005
109474,109298,50,45,51.3,45.3,Quercus glauca,2002,NA
109473,109472,50,45,54.7,47.2,Quercus glauca,1993,1999
109473,109473,50,45,54.6,47.2,Quercus glauca,1993,1993
109474,109474,50,45,51.3,45.3,Quercus glauca,1993,NA
109475,109475,50,45,51.3,45.9,Quercus serrata,1993,NA
109477,109477,50,45,52.5,49.3,Cleyera japonica,1993,NA
109478,109478,50,45,52.3,49.8,Quercus glauca,1993,NA
RG072,RG072,55,0,55.1,4.5,Cleyera japonica,2014,NA
110480,110479,55,0,56.7,0.8,Ligustrum japonicum,1993,2005
110480,110480,55,0,56.7,0.8,Ligustrum japonicum,1993,2005
110480,110481,55,0,56.7,0.8,Ligustrum japonicum,1993,2005
110480,110482,55,0,56.7,0.8,Ligustrum japonicum,1993,2005
110480,110483,55,0,56.7,0.8,Ligustrum japonicum,1993,2005
110484,110484,55,0,59.3,4.3,Wisteria floribunda,1993,2005
RG084,RG084,55,5,59.4,8.5,Wisteria floribunda,2014,NA
RG092,RG092,55,5,55.8,9.8,Eurya japonica var. japonica,2014,NA
111486,111485,55,5,55.9,5.1,Photinia glabra,1993,NA
111486,111486,55,5,55.9,5.1,Photinia glabra,1993,NA
111487,111487,55,5,59.2,6.8,Quercus glauca,1993,NA
111488,111488,55,5,57.4,6.8,Symplocos prunifolia,1993,NA
111489,111489,55,5,59.5,8.5,Ilex macropoda,1993,NA
111489,111490,55,5,59.5,8.5,Ilex macropoda,1993,2005
111489,111491,55,5,59.5,8.5,Ilex macropoda,1993,NA
111489,111492,55,5,59.5,8.5,Ilex macropoda,1993,NA
111489,111493,55,5,59.5,8.5,Ilex macropoda,1993,NA
111489,111495,55,5,59.5,8.5,Ilex macropoda,1993,NA
111489,111496,55,5,59.5,8.5,Ilex macropoda,1993,NA
111497,111497,55,5,58.7,8.1,Eurya japonica var. japonica,1993,NA
111498,111498,55,5,58,9,Cleyera japonica,1993,NA
111500,111500,55,5,55.1,9.6,Wisteria floribunda,1993,NA
111501,111501,55,5,57.5,9.7,Ilex pedunculosa,1993,NA
111501,111502,55,5,57.3,9.8,Ilex pedunculosa,1993,NA
111685,111685,55,5,58.4,9.2,Eurya japonica var. japonica,2005,NA
111801,111801,55,5,56.6,6.8,Photinia glabra,2002,NA
RG097,RG097,55,10,56.7,14.7,Cleyera japonica,2014,NA
RG103,RG103,55,10,59.5,13.8,Eurya japonica var. japonica,2014,NA
WG696,WG696,55,10,55,12.6,Eurya japonica var. japonica,2014,NA
112503,112503,55,10,58.9,11,Abies firma,1993,NA
112504,112504,55,10,59.1,11.4,Gamblea innovans,1993,1993
112505,112505,55,10,58.5,11.6,Cryptomeria japonica,1993,NA
112506,112506,55,10,57.7,10.7,Symplocos prunifolia,1993,1993
112507,112507,55,10,55.2,11.2,Wisteria floribunda,1993,NA
112508,112508,55,10,55.1,13.4,Lyonia ovalifolia var. elliptica,1993,1999
112509,112509,55,10,59.3,13.3,Cryptomeria japonica,1993,NA
112510,112510,55,10,59.3,13.8,Symplocos prunifolia,1993,NA
112802,112802,55,10,59.4,10,Cleyera japonica,2002,NA
RG112,RG112,55,15,58.4,18.8,Cleyera japonica,2014,NA
RG115,RG115,55,15,55.1,17,Cleyera japonica,2014,NA
113161,113161,55,15,55.9,18.9,Wisteria floribunda,1999,NA
113511,113511,55,15,58.8,15.3,Quercus glauca,1993,NA
113511,113512,55,15,58.8,15.4,Quercus glauca,1993,NA
113513,113513,55,15,55.4,17.8,Symplocos prunifolia,1993,NA
113514,113514,55,15,55.4,18.9,Vaccinium bracteatum,1993,2005
113515,113515,55,15,55.4,18.9,Symplocos prunifolia,1993,NA
113516,113516,55,15,58.3,19.7,Symplocos prunifolia,1993,NA
113517,113517,55,15,58.5,17.4,Symplocos prunifolia,1993,NA
113518,113518,55,15,59.9,16.8,Gamblea innovans,1993,2002
113518,113519,55,15,59.9,16.8,Gamblea innovans,1993,2005
113518,113520,55,15,59.9,16.8,Gamblea innovans,1993,2002
113521,113521,55,15,59.8,16.8,Eurya japonica var. japonica,1993,NA
113522,113522,55,15,59.6,17.6,Cerasus jamasakura,1993,NA
113523,113523,55,15,58.9,17.9,Gamblea innovans,1993,1993
113524,113524,55,15,59,18.1,Symplocos prunifolia,1993,NA
113528,113525,55,15,59.6,19.5,Gamblea innovans,1993,2002
113526,113526,55,15,59.7,19.9,Gamblea innovans,1993,1993
113528,113527,55,15,59.6,19.5,Gamblea innovans,1993,2002
113528,113528,55,15,59.6,19.5,Gamblea innovans,1993,2002
113511,113687,55,15,58.8,15.3,Quercus glauca,2005,NA
113688,113688,55,15,56.2,18.6,Cleyera japonica,2005,NA
113803,113803,55,15,57.9,15.1,Wisteria floribunda,1999,NA
113807,113807,55,15,58.3,18.4,Wisteria floribunda,2002,NA
113518,113887,55,15,59.9,16.8,Gamblea innovans,1993,2002
113888,113888,55,15,60,19.5,Quercus glauca,1993,NA
RG124,RG124,55,20,57.9,21.5,Rhododendron reticulatum,2014,NA
RG126,RG127,55,20,56.4,21.5,Cleyera japonica,2014,NA
